StopId,Code,Name,StopType,Zone,Ward,AddressNo,Street,SupportDisability,Status,Lng,Lat,Search,Routes,RouteId,RouteVarId
1706,Q12 171,Trường Mầm non Họa Mi 2,Trụ dừng,Quận 12,,88A,Nguyễn Ảnh Thủ,,Đang khai thác,106.640645,10.877192,TMnHM2 88A NAT,"145, 18",40,79
1615,BX34,Bến xe buýt Hiệp Thành,Bến xe,Quận 12,,BẾN XE BUÝT HIỆP THÀNH,Hiệp Thành 17,,Đang khai thác,106.641739,10.877756,BxbHT BXBHT HT17,"145, 146, 18, 48",40,79
35,BX 01,Bến xe buýt Sài Gòn,Bến xe,Quận 1,Phường Phạm Ngũ Lão,BẾN XE BUÝT SÀI GÒN,Lê Lai,Có,Đang khai thác,106.689362,10.767676,BxbSG BXBSG LL,"03, 04, 102, 109, 120, 13, 140, 18, 19, 20, 27, 28, 34, 36, 39, 52, 61-6, 65, 69, 70-3, 72, 75, 86, 88, 93, D1",41,81
7276,Q1 190,Tôn Thất Tùng,Trụ dừng,Quận 1,Phường Phạm Ngũ Lão,277-279-275Y,Phạm Ngũ Lão,Có,Đang khai thác,106.690941,10.76767,TTT 277-279-275Y PNL,"03, 04, 102, 109, 140, 18, 19, 20, 28, 34, 36, 39, 46, 52, 65, 69, 72, 75, 86, 88, 93",41,81
7277,Q1 191,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Phường Phạm Ngũ Lão,187,Phạm Ngũ Lão,Có,Đang khai thác,106.693699,10.768788,NTN 187 PNL,"03, 04, 102, 109, 140, 18, 19, 20, 28, 34, 36, 39, 46, 52, 65, 69, 72, 93, DL01",41,81
7278,Q1 192,Trường Emst Thalmann,Nhà chờ,Quận 1,Phường Phạm Ngũ Lão,Trường Emst Thalmann,Phạm Ngũ Lão,Có,Đang khai thác,106.695587,10.769504,TET TET PNL,"03, 04, 102, 109, 18, 19, 20, 34, 36, 39, 52, 65, 69, 93",41,81
7266,Q1 180,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,Hàm Nghi 7,Hàm Nghi,Có,Đang khai thác,106.700807,10.770896,TTctdHN HN7 HN,"01, 03, 04, 19, 56, 88",41,81
7693,Q1 1950,Nam Kỳ Khởi Nghĩa,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,93-95,Hàm Nghi,Có,Đang khai thác,106.701354,10.770875,NKKN 93-95 HN,"01, 03, 04, 19, 88",41,81
1256,Q1 195,Chợ Cũ,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,89A,Hàm Nghi,,Đang khai thác,106.701998,10.770811,CC 89A HN,"01, 03, 04, 152, 18, 19, 31, 36, 45, 52, 56, 61-6, 75, 86, 88, 93",41,81
32,Q1 017,Hồ Tùng Mậu,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,67,Hàm Nghi,,Đang khai thác,106.704074,10.770722,HTM 67 HN,"01, 03, 120, 19, 20, 45, 56, 61-6, 75, 88, D1, DL01",41,81
31,Q1 024,Bến Bạch Đằng,Nhà chờ,Quận 1,,Bến thủy nội địa Thủ Thiêm,Tôn Đức Thắng,,Đang khai thác,106.706654,10.774094,BBD BtndTT TDT,"01, 03, 19, 45, 53, 56, 61-6, 88, D1, DL01",41,81
34,Q1 057,Công Trường Mê Linh,Nhà chờ,Quận 1,,2,Hai Bà Trưng,,Đang khai thác,106.705822,10.775997,CTML 2 HBT,"01, 03, 19, 45",41,81
42,Q1 058,Nhà Hát Thành Phố,Ô sơn,Quận 1,,74/A2-74/A4,Hai Bà Trưng,,Đang khai thác,106.703559,10.778031,NHTP 74/A2-74/A4 HBT,"03, 19, 45",41,81
44,Q1 059,Bệnh viện Nhi Đồng 2,Nhà chờ,Quận 1,,Đối diện 115Ter,Hai Bà Trưng,,Đang khai thác,106.701536,10.779881,BvND2 Dd115Ter HBT,"03, 19, 45",41,81
39,Q1 060,Bưu Điện Thành Phố,Trụ dừng,Quận 1,,86,Hai Bà Trưng,,Đang khai thác,106.700673,10.780645,BDTP 86 HBT,"03, 19, 45",41,81
2029,Q1 084,Khách sạn Sofitel,Trụ dừng,Quận 1,,Sofitel Plaza,Lê Duẩn,,Đang khai thác,106.702303,10.78417,KsS SP LD,"18, 19, 30",41,81
1096,Q1 011,Đại học Khoa học xã hội nhân văn,Nhà chờ,Quận 1,,10,Đinh Tiên Hoàng,,Đang khai thác,106.702663,10.785778,DhKhxhnv 10 DTH,"18, 19, 61-6",41,81
293,Q1 096,Thảo Cầm Viên,Nhà chờ,Quận 1,,3,Nguyễn Thị Minh Khai,,Đang khai thác,106.70459,10.789598,TCV 3 NTMK,"05, 06, 14, 19, 52, 61-6",41,81
295,Q1 097,Cầu Thị Nghè,Nhà chờ,Quận 1,,1A,Nguyễn Thị Minh Khai,,Đang khai thác,106.705597,10.790669,CTN 1A NTMK,"05, 06, 14, 19, 52, 61-6",41,81
298,QBTH 126,Nhà Thờ Thị Nghè,Nhà chờ,Quận Bình Thạnh,,22 B,Xô Viết Nghệ Tĩnh,,Đang khai thác,106.708156,10.793418,NTTN 22B XVNT,"05, 06, 14, 19, 52, 61-6",41,81
297,QBTH 125,Trung tâm Dưỡng Lão,Trụ dừng,Quận Bình Thạnh,,138,Xô Viết Nghệ Tĩnh,,Đang khai thác,106.71057,10.796533,TtDL 138 XVNT,"05, 06, 14, 19, 44, 52, 61-6",41,81
300,QBTH 124,Trường trung học Gia Định,Trụ dừng,Quận Bình Thạnh,,246,Xô Viết Nghệ Tĩnh,,Đang khai thác,106.711203,10.798999,TthGD 246 XVNT,"05, 06, 14, 19, 44, 52, 61-6",41,81
299,QBTH 123,Ngã Ba Hàng Xanh,Biển treo,Quận Bình Thạnh,,334-336,Xô Viết Nghệ Tĩnh,,Đang khai thác,106.711509,10.803262,NBHX 334-336 XVNT,"05, 08, 14, 146, 19, 24, 43, 44, 45, 60-3, 60-4, 61-6, 91, 93",41,81
302,QBTH 122,Đài Liệt sĩ,Biển treo,Quận Bình Thạnh,,504,Xô Viết Nghệ Tĩnh,,Đang khai thác,106.711965,10.808831,DLs 504 XVNT,"05, 08, 14, 146, 19, 24, 44, 45, 60-3, 60-4, 61-6, 91, 93",41,81
301,QBTH 135,Siêu thị Coop Mart,Trụ dừng,Quận Bình Thạnh,,222/13A (52),Quốc lộ 13,,Đang khai thác,106.71241,10.810791,StCM 222/13A( Ql13,"05, 08, 14, 146, 19, 24, 43, 45, 60-3, 60-4, 61-6, 64, 93",41,81
522,QBTH 136,Cổng ra - Bến xe Miền Đông 3,Trụ dừng,Quận Bình Thạnh,,100-102,Quốc lộ 13,,Đang khai thác,106.712532,10.811666,Cr-BxMD3 100-102 Ql13,"08, 19, 45, 91",41,81
304,QTD 198,Trường TH Bình Triệu,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Chánh,136,Quốc lộ 13,,Đang khai thác,106.71434,10.829247,TTBT 136 Ql13,"05, 19, 61-6, 91",41,81
309,QTD 199,Trạm xăng dầu,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Chánh,206 Sacombank (64/1),Quốc lộ 13,,Đang khai thác,106.714149,10.832655,Txd 206S( Ql13,"05, 19, 61-6",41,81
306,QTD 200,Cầu Ông Dầu,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,416,Quốc lộ 13,,Đang khai thác,106.714012,10.836135,COD 416 Ql13,"05, 19, 61-6",41,81
310,QTD 201,Đường số 3,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,486,Quốc lộ 13,,Đang khai thác,106.715317,10.838815,Ds3 486 Ql13,"05, 19, 61-6",41,81
312,QTD 202,Đường số 4,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,510,Quốc lộ 13,,Đang khai thác,106.71714,10.841072,Ds4 510 Ql13,"05, 19, 61-6",41,81
307,QTD 203,Cân Nhơn Hòa,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,516 - Cân Nhơn Hòa,Quốc lộ 13,,Đang khai thác,106.718307,10.844687,CNH 516-CNH Ql13,"05, 19, 61-6, 91",41,81
308,QTD 204,Ngã 3 Hiệp Bình,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,574 (1/42A),Quốc lộ 13,,Đang khai thác,106.718704,10.848944,N3HB 574( Ql13,"05, 19, 61-6",41,81
314,QTD 205,Ngã 3 Đường Hiệp Bình,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,628 (620),Quốc lộ 13,,Đang khai thác,106.721222,10.852921,N3DHB 628( Ql13,"05, 19, 61-6, 89",41,81
316,QTD 206,Trạm y tế Hiệp Bình Phước,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,5/12 (702),Quốc lộ 13,,Đang khai thác,106.722504,10.855787,TytHBP 5/12( Ql13,"05, 19, 61-6, 89",41,81
311,QTD 207,UBND P.Hiệp Bình Phước,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,750/3 ,Quốc lộ 13,,Đang khai thác,106.723663,10.858809,UPBP 750/3 Ql13,"05, 19, 61-6, 89",41,81
313,QTD 208,Hồ Bơi,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,784,Quốc lộ 13,,Đang khai thác,106.724564,10.861172,HB 784 Ql13,"05, 19, 61-6, 89",41,81
318,QTD 209,Ngã 4 Bình Phước,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,824 (828),Quốc lộ 13,,Đang khai thác,106.724792,10.863845,N4BP 824( Ql13,"05, 19, 89, 91",41,81
315,QTD 159,Ngã ba mũi tàu đường Gò Dưa ,Trụ dừng,Quận Thủ Đức,Phường Tam Bình,120,Quốc lộ 1,,Đang khai thác,106.727425,10.86689,NbmtdGD 120 Ql1,"05, 19, 29, 33, 60-1, 89",41,81
320,QTD 160,Chợ Đầu Mối,Trụ dừng,Quận Thủ Đức,Phường Tam Bình,160,Quốc lộ 1,,Đang khai thác,106.730198,10.86831,CDM 160 Ql1,"05, 19, 29, 33, 60-1, 89",41,81
317,QTD 161,Chợ Tam Bình,Trụ dừng,Quận Thủ Đức,,Chợ Tam Bình,Quốc lộ 1,,Đang khai thác,106.73538,10.87086,CTB CTB Ql1,"05, 19, 33, 60-1",41,81
322,QTD 162,Hồ Bơi,Trụ dừng,Quận Thủ Đức,Phường Tam Bình,376,Quốc lộ 1,,Đang khai thác,106.739666,10.871766,HB 376 Ql1,"05, 19, 33, 60-1",41,81
319,QTD 163,Chợ Tam Hải,Trụ dừng,Quận Thủ Đức,Phường Tam Bình,450,Quốc lộ 1,,Đang khai thác,106.744081,10.872935,CTH 450 Ql1,"05, 19, 33, 60-1",41,81
321,QTD 164,Cầu vượt Sóng Thần,Nhà chờ,Quận Thủ Đức,,Đối diện 275-Mitsubishi ,Quốc lộ 1,,Đang khai thác,106.747128,10.873905,CvST Dd275-Mitsubishi Ql1,"05, 19, 33, 60-1",41,81
323,QTD 165,Bến xe Lam Hồng,Trụ dừng,Quận Thủ Đức,,6/8,Quốc lộ 1,,Đang khai thác,106.75562,10.875706,BxLH 6/8 Ql1,"05, 19, 33, 60-1",41,81
325,QTD 166,Giày da Thái Bình,Trụ dừng,Quận Thủ Đức,,Đối diện 10/19 (20/8),Quốc lộ 1,,Đang khai thác,106.757466,10.875353,GdTB Dd10/19( Ql1,"05, 19, 33, 60-1",41,81
324,QTD 168,Cầu vượt Linh Xuân,Trụ dừng,Quận Thủ Đức,Phường Linh Trung,Kho 856,Quốc lộ 1,,Đang khai thác,106.762476,10.873973,CvLX K856 Ql1,"05, 19, 33, 60-1",41,81
2083,QTD 169,Vietcombank,Trụ dừng,Quận Thủ Đức,Phường Linh Trung,Ngân hàng Vietcombank,Quốc lộ 1,,Đang khai thác,106.769643,10.871597,V NhV Ql1,"19, 33, 50, 53, 60-1, 93",41,81
2084,QTD 170,Nghĩa trang TP,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Cổng nghĩa trang thành phố,Quốc lộ 1,,Đang khai thác,106.773039,10.870507,NtT Cnttp Ql1,"19, 33, 50, 60-1, 93",41,81
1040,QTD 171,ĐH Kinh tế Luật,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Đối diện 665-CoopXtra,Quốc lộ 1,,Đang khai thác,106.776724,10.869306,DKtL Dd665-CoopXtra Ql1,"104, 19, 33, 50, 60-1, 93",41,81
1041,QTD 172,Công ty điện tử Samsung,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Công ty điện tử Samsung,Quốc lộ 1,,Đang khai thác,106.778656,10.868691,CtdtS CtdtS Ql1,"104, 19, 33, 50, 60-1, 93",41,81
1042,QTD 173,ĐH Nông Lâm,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Cột điện SI 2,Quốc lộ 1,,Đang khai thác,106.787277,10.867122,DNL CdS2 Ql1,"104, 19, 33, 50, 60-1, 60-2, 93",41,81
396,QTD 174,ĐH Nông Lâm,Trụ dừng,Quận Thủ Đức,Phường Linh Trung,1026/2 (1030),Quốc lộ 1,,Đang khai thác,106.790283,10.866912,DNL 1026/2( Ql1,"06, 19, 33, 50, 60-1, 60-2, 93",41,81
536,Q9 221,Cầu Vượt Trạm 2,Nhà chờ,Quận 9,,Tiệm vàng Kim Lợi,Quốc lộ 1,,Đang khai thác,106.797538,10.863595,CVT2 TvKL Ql1,"08, 150, 19, 30, 33, 53, 60-1, 60-2, 60-3, 76, 93",41,81
537,Q9 223,Suối Tiên,Trụ dừng,Quận 9,Phường Tân Phú,Suối Tiên,Quốc lộ 1,,Đang khai thác,106.802081,10.866113,ST ST Ql1,"08, 150, 19, 30, 33, 53, 60-1, 60-2, 60-3, 76, 93, 99",41,81
7644,QTD 251,Vành đại ĐHQG TPHCM,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Cột điện 6 ĐHQG (Cafe Mưa Bụi),Đường 621,Có,Đang khai thác,106.806995,10.874405,VdDT Cd6D(MB D621,"19, 30, 53",41,81
7648,QTD 253,KTX Khu A ĐH Quốc Gia TPHCM,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Nút giao Quảng trường (hướng vào),Quảng Trường Sáng Tạo,Có,Đang khai thác,106.804968,10.875886,KKADQGT NgQt(v QTST,"19, 30",41,81
7623,QTD 254,Đại học Quốc tế,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Đại học Quốc tế,Quảng Trường Sáng Tạo,Có,Đang khai thác,106.802537,10.876655,DhQt DhQt QTST,"19, 30",41,81
7646,QTD 249,Nhà văn hoá sinh viên,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,đối diện nhà văn hoá sinh viên,Quảng Trường Sáng Tạo,Có,Đang khai thác,106.799995,10.874542,Nvhsv ddnvhsv QTST,"19, 53",41,81
538,BX87,Đại học Quốc gia,Bến xe,Quận Thủ Đức,,Bến xe buýt Khu A Đô thị Quốc gia,Đường nội bộ Đại học Quốc gia,,Đang khai thác,106.8020248413086,10.873805046081543,DhQg BxbKADtQg DnbDhQg,"08, 10, 19",41,81
538,BX87,Đại học Quốc gia,Bến xe,Quận Thủ Đức,,Bến xe buýt Khu A Đô thị Quốc gia,Đường nội bộ Đại học Quốc gia,,Đang khai thác,106.8020248413086,10.873805046081543,DhQg BxbKADtQg DnbDhQg,"08, 10, 19",41,82
7645,QTD 248,Nhà Văn hoá sinh viên,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Nhà văn hoá sinh viên,Quảng Trường Sáng Tạo,Có,Đang khai thác,106.800016,10.874832,NVhsv Nvhsv QTST,"19, 53",41,82
7624,QTD 255,Đại học Quốc tế,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Đối diện Đại học Quốc tế,Quảng Trường Sáng Tạo,Có,Đang khai thác,106.80257,10.876476,DhQt DdDhQt QTST,"19, 30, 53",41,82
7647,QTD 252,KTX Khu A ĐH Quốc Gia TPHCM,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,Nút giao Quảng trường (hướng ra),Quảng Trường Sáng Tạo,Có,Đang khai thác,106.804914,10.875638,KKADQGT NgQt(r QTST,"19, 30",41,82
574,QTD 177,Khu DL Suối Tiên,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,9/29,Quốc lộ 1,,Đang khai thác,106.801116,10.86605,KDST 9/29 Ql1,"08, 10, 150, 19, 30, 33, 53, 60-1, 60-2, 60-3, 60-4, 76, 93, 99",41,82
2145,QTD 179,Thảo Nguyên,Trụ dừng,Quận Thủ Đức,Phường Linh Trung,35B,Quốc lộ 1,,Đang khai thác,106.793938,10.865335,TN 35B Ql1,"19, 33, 50, 60-2, 93",41,82
500,QTD 180,Đại học Nông Lâm,Trụ dừng,Quận Thủ Đức,Phường Linh Trung,85 (Đối diện 1026-1028),Quốc lộ 1,,Đang khai thác,106.791101,10.866961,DhNL 85(d1026-1028) Ql1,"06, 19, 33, 50, 60-1, 60-2, 93",41,82
1101,QTD 181,ĐH Nông Lâm,Nhà chờ,Quận Thủ Đức,,Kế 21,Quốc lộ 1,,Đang khai thác,106.787265,10.867404,DNL K21 Ql1,"104, 19, 33, 50, 53, 60-1, 93",41,82
1102,QTD 182,Công ty điện tử Samsung,Trụ dừng,Quận Thủ Đức,,34/38 (Kế 59/6),Quốc lộ 1,,Đang khai thác,106.782201,10.867867,CtdtS 34/38(59/6) Ql1,"104, 19, 33, 50, 60-1, 93",41,82
1103,QTD 183,Đại học Kinh tế -Luật,Nhà chờ,Quận Thủ Đức,Phường Linh Xuân,Đại học Kinh tế -Luật,Quốc lộ 1,,Đang khai thác,106.77726,10.869427,DhKt-Luat DhKt-Luat Ql1,"104, 19, 33, 50, 60-1, 93",41,82
2142,QTD 184,Trung tâm kho vận Linh Xuân,Nhà chờ,Quận Thủ Đức,Phường Linh Xuân,Trung tâm kho vận Linh Xuân,Quốc lộ 1,,Đang khai thác,106.774932,10.870254,TtkvLX TtkvLX Ql1,"19, 33, 50, 60-1, 93",41,82
2147,QTD 185,Nghĩa trang Thành phố,Nhà chờ,Quận Thủ Đức,Phường Linh Xuân,Cột điện NG/1,Quốc lộ 1,,Đang khai thác,106.771671,10.871313,NtTp CdN Ql1,"19, 33, 50, 93",41,82
2143,QTD 186,Công ty Nissan,Ô sơn,Quận Thủ Đức,,Đối diện công ty Nissan (559),Quốc lộ 1,,Đang khai thác,106.768248,10.872419,CtN DdctN( Ql1,"19, 33, 50, 53, 60-1, 93",41,82
339,QTD 187,Cầu vượt Linh Xuân,Trụ dừng,Quận Thủ Đức,Phường Linh Xuân,467B,Quốc lộ 1,,Đang khai thác,106.762095,10.874474,CvLX 467B Ql1,"05, 19, 33, 60-1",41,82
341,QTD 188,Giày Thái Bình-Bình Đường,Trụ dừng,Quận Thủ Đức,,467B,Quốc lộ 1,,Không có,106.758689,10.875454,GTBD 467B Ql1,"05, 19, 33, 60-1",41,82
343,QTD 189,Giày Thái Bình,Trụ dừng,Quận Thủ Đức,Phường Trường Thọ,Đối diện 22/8,Quốc lộ 1,,Đang khai thác,106.757305,10.875738,GTB Dd22/8 Ql1,"05, 19, 33",41,82
342,QTD 190,Bến xe Lam Hồng,Trụ dừng,Quận Thủ Đức,,12A/28,Quốc lộ 1,,Đang khai thác,106.755631,10.876049,BxLH 12A/28 Ql1,"05, 19, 33, 60-1",41,82
344,QTD 191,Cầu vượt Sóng Thần,Nhà chờ,Quận Thủ Đức,,275,Quốc lộ 1,,Đang khai thác,106.746528,10.874115,CvST 275 Ql1,"05, 19, 33, 60-1",41,82
346,QTD 192,Chợ Tam Hải,Ô sơn,Quận Thủ Đức,Phường Bình Chiểu,251B,Quốc lộ 1,,Đang khai thác,106.744291,10.873373,CTH 251B Ql1,"05, 19, 33, 60-1",41,82
345,QTD 193,Hồ Bơi,Trụ dừng,Quận Thủ Đức,Phường Bình Chiểu,179,Quốc lộ 1,,Đang khai thác,106.739913,10.872177,HB 179 Ql1,"05, 19, 33, 60-1",41,82
348,QTD 194,Chợ Tam Bình,Trụ dừng,Quận Thủ Đức,Phường Bình Chiểu,Đối diện Bưu điện Tam Bình,Quốc lộ 1,,Đang khai thác,106.734474,10.870828,CTB DdBdTB Ql1,"05, 19, 33, 60-1",41,82
347,QTD 195,Chợ đầu mối nông sản Thủ Đức,Nhà chờ,Quận Thủ Đức,Phường Tam Bình,Chợ đầu mối nông sản Thủ Đức,Quốc lộ 1,,Đang khai thác,106.729158,10.86812,CdmnsTD CdmnsTD Ql1,"05, 19, 29, 33, 60-1, 89",41,82
349,QTD 214,Ngã 4 Bình Phước,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,779,Quốc lộ 13,,Đang khai thác,106.72451,10.863809,N4BP 779 Ql13,"05, 19, 61-6, 89, 91",41,82
350,QTD 215,Hồ bơi Mèo Mun,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,797 (Đối diện 782),Quốc lộ 13,,Đang khai thác,106.724396,10.861345,HbMM 797(d782) Ql13,"05, 19, 61-6, 89",41,82
353,QTD 216,UBND P.Hiệp Bình Phước,Trụ dừng,Quận Thủ Đức,,715,Quốc lộ 13,,Đang khai thác,106.723782,10.859791,UPBP 715 Ql13,"05, 19, 61-6, 89",41,82
351,QTD 217,Trạm y tế P. Hiệp Bình Phước,Trụ dừng,Quận Thủ Đức,,645,Quốc lộ 13,,Đang khai thác,106.722343,10.856024,TytPHBP 645 Ql13,"05, 19, 61-6, 89",41,82
355,QTD 218,Ngã 3 Đường Hiệp Bình,Trụ dừng,Quận Thủ Đức,,607,Quốc lộ 13,,Đang khai thác,106.720719,10.852579,N3DHB 607 Ql13,"05, 19, 61-6, 89",41,82
352,QTD 219,Ngã 3 Hiệp Bình,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,Đối diện 566 (557A),Quốc lộ 13,,Đang khai thác,106.718346,10.848727,N3HB Dd566( Ql13,"05, 19, 61-6",41,82
358,QTD 220,Cân Nhơn Hòa,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,445 - 447,Quốc lộ 13,,Đang khai thác,106.718086,10.844473,CNH 445-447 Ql13,"05, 19, 61-6, 91",41,82
354,QTD 221,Đường số 4,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,385-387,Quốc lộ 13,,Đang khai thác,106.716858,10.84109,Ds4 385-387 Ql13,"05, 19, 61-6",41,82
359,QTD 222,Đường số 3,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,327-329,Quốc lộ 13,,Đang khai thác,106.714915,10.83877,Ds3 327-329 Ql13,"05, 19, 61-6",41,82
356,QTD 223,Cầu Ông Dầu,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Phước,261,Quốc lộ 13,,Đang khai thác,106.713745,10.835822,COD 261 Ql13,"05, 19, 61-6",41,82
357,QTD 224,Trạm xăng dầu,Trụ dừng,Quận Thủ Đức,Phường Hiệp Bình Chánh,173-175,Quốc lộ 13,,Đang khai thác,106.71389,10.83294,Txd 173-175 Ql13,"05, 19, 61-6",41,82
360,QTD 225,UBND P.Hiệp Bình Chánh,Nhà chờ,Quận Thủ Đức,Phường Hiệp Bình Chánh,328/5 (Đại học Luật),Quốc lộ 13,,Đang khai thác,106.714027,10.830039,UPBC 328/5(hL Ql13,"05, 19, 61-6, 91",41,82
361,QBTH 038,Cổng vào-Bến xe Miền Đông,Nhà chờ,Quận Bình Thạnh,,78/3,Đinh Bộ Lĩnh,,Đang khai thác,106.711257,10.816661,CvxMD 78/3 DBL,"05, 08, 14, 146, 19, 43, 60-3, 60-4, 61-6, 91, 93",41,82
1408,QBTH 071,Ngã năm Liệt Sĩ,Trụ dừng,Quận Bình Thạnh,,222/4 Ter,Nguyễn Xí,,Đang khai thác,106.710624,10.81204,NnLS 222/4T NX,"14, 19, 45, 64",41,82
1410,QBTH 131,Chợ Phường 25,Trụ dừng,Quận Bình Thạnh,,đối diện 134/4A,Ung Văn Khiêm,,Đang khai thác,106.714674,10.808304,CP25 dd134/4A UVK,"14, 19, 44, 45",41,82
1405,QBTH 034,Đại học Ngoại Thương,Trụ dừng,Quận Bình Thạnh,,127,Nguyễn Gia Trí,,Đang khai thác,106.716047,10.806602,DhNT 127 NGT,"14, 19, 45",41,82
1407,QBTH 035,Trường ĐH Giao thông Vận tải Tp. HCM,Trụ dừng,Quận Bình Thạnh,,211-213,Nguyễn Gia Trí,,Đang khai thác,106.715875,10.804795,TDGtVtTH 211-213 NGT,"14, 19, 45",41,82
421,QBTH 054,Đại học Hutech,Nhà chờ,Quận Bình Thạnh,,483,Điện Biên Phủ,,Đang khai thác,106.714856,10.801228,DhH 483 DBP,"06, 104, 14, 150, 19, 43, 44, 45, 52, 55, 60-3, 60-4, 72-1",41,82
423,QBTH 053,Cây xăng dầu,Trụ dừng,Quận Bình Thạnh,,419,Điện Biên Phủ,,Đang khai thác,106.712834,10.801697,Cxd 419 DBP,"06, 104, 14, 150, 19, 43, 44, 45, 52, 55, 60-4",41,82
368,QBTH 130,Trường trung học Gia Định,Trụ dừng,Quận Bình Thạnh,,221,Xô Viết Nghệ Tĩnh,,Đang khai thác,106.711037,10.79981,TthGD 221 XVNT,"05, 06, 14, 19, 44, 52, 61-6",41,82
367,QBTH 129,Trường Tiểu học Hồng Hà,Nhà chờ,Quận Bình Thạnh,,153,Xô Viết Nghệ Tĩnh,,Đang khai thác,106.710591,10.797328,TThHH 153 XVNT,"05, 06, 14, 19, 44, 52, 61-6",41,82
369,QBTH 128,Ngã ba Nguyễn Cửu Vân,Trụ dừng,Quận Bình Thạnh,,151,Xô Viết Nghệ Tĩnh,,Đang khai thác,106.709443,10.79511,NbNCV 151 XVNT,"05, 06, 14, 19, 52, 61-6",41,82
373,QBTH 127,Nhà thờ Thị Nghè,Trụ dừng,Quận Bình Thạnh,,79,Xô Viết Nghệ Tĩnh,,Đang khai thác,106.708054,10.793661,NtTN 79 XVNT,"05, 06, 14, 19, 52, 61-6",41,82
370,Q1 098,Thảo Cầm Viên,Nhà chờ,Quận 1,,2A,Nguyễn Thị Minh Khai,,Đang khai thác,106.705259,10.790694,TCV 2A NTMK,"05, 06, 14, 19, 52, 61-6",41,82
374,Q1 099,Đài truyền hình,Nhà chờ,Quận 1,,Đối diện 9,Nguyễn Thị Minh Khai,,Đang khai thác,106.702011,10.787157,Dth Dd9 NTMK,"05, 06, 14, 19, 45, 61-6",41,82
1190,Q1 010,Đại học Y Dược,Nhà chờ,Quận 1,,43,Đinh Tiên Hoàng,,Đang khai thác,106.702385,10.785716,DhYD 43 DTH,19,41,82
2146,Q1 085,Khách sạn Sofitel,Trụ dừng,Quận 1,,Đối diện Central Plaza,Lê Duẩn,,Đang khai thác,106.702118,10.78428,KsS DdCP LD,"19, 30, D1",41,82
237,Q1 066,Bệnh viện Nhi Đồng 2,Nhà chờ,Quận 1,,Kế 115,Hai Bà Trưng,,Đang khai thác,106.701744,10.779385,BvND2 K115 HBT,"03, 19, 45",41,82
238,Q1 067,Nhà Hát Thành Phố,Trụ dừng,Quận 1,,101,Hai Bà Trưng,,Đang khai thác,106.70351,10.777873,NHTP 101 HBT,"03, 19, 45",41,82
239,Q1 068,Công Trường Mê Linh,Trụ dừng,Quận 1,,Đối diện 2,Hai Bà Trưng,,Đang khai thác,106.705635,10.775976,CTML Dd2 HBT,"03, 19, 45",41,82
79,Q1 031,Bến Bạch Đằng,Trụ dừng,Quận 1,,21,Tôn Đức Thắng,,Đang khai thác,106.706359,10.773299,BBD 21 TDT,"01, 03, 120, 19, 45, 53, 56, 61-6, 88, D1, DL01",41,82
